date,symbol,close,adj_close,volume
2024-01-19,XOM,224.9761,224.9761,6990668.27
2024-01-19,LLY,240.972,240.972,9356494.93
2024-01-19,COST,239.5371,239.5371,6524960.15
2024-01-19,UNH,259.1068,259.1068,8234539.85
2024-01-19,HD,357.3383,357.3383,4127987.4
2024-01-22,AAPL,127.3906,127.3906,2522492.4
2024-01-22,MSFT,84.3075,84.3075,4017406.08
2024-01-22,NVDA,137.0488,137.0488,4030183.15
2024-01-22,AMZN,111.2767,111.2767,4920736.28
2024-01-22,GOOGL,113.8311,113.8311,3772300.85
2024-01-22,META,208.9352,208.9352,9441847.15
2024-01-22,JPM,166.3926,166.3926,3476806.98
2024-01-22,XOM,225.5943,225.5943,4394395.66
2024-01-22,LLY,232.2706,232.2706,8658587.53
2024-01-22,COST,241.6469,241.6469,7167889.68
2024-01-22,UNH,255.0844,255.0844,7780177.4
2024-01-22,HD,350.3874,350.3874,3365379.37
2024-01-23,AAPL,127.8452,127.8452,1917448.49
2024-01-23,MSFT,83.4455,83.4455,5097137.18
2024-01-23,NVDA,133.0096,133.0096,5741913.52
2024-01-23,AMZN,110.3294,110.3294,4818957.19
2024-01-23,GOOGL,111.3267,111.3267,3133704.7
2024-01-23,META,207.3371,207.3371,5158174.35
2024-01-23,JPM,164.7899,164.7899,2703743.42
2024-01-23,XOM,224.5068,224.5068,6013482.29
2024-01-23,LLY,229.3825,229.3825,7666113.86
2024-01-23,COST,238.9563,238.9563,6468564.52
2024-01-23,UNH,252.7485,252.7485,7250731.74
2024-01-23,HD,351.5867,351.5867,2565985.58
2024-01-24,AAPL,128.1077,128.1077,2593231.54
2024-01-24,MSFT,82.5946,82.5946,7010862.92
2024-01-24,NVDA,130.6627,130.6627,5730973.75
2024-01-24,AMZN,110.5037,110.5037,3844331.84
2024-01-24,GOOGL,104.7561,104.7561,5210694.91
2024-01-24,META,200.2884,200.2884,8603647.55
2024-01-24,JPM,163.1523,163.1523,3203618.4
2024-01-24,XOM,225.5453,225.5453,6406643.44
2024-01-24,LLY,224.1562,224.1562,7188271.91
2024-01-24,COST,234.1766,234.1766,6290340.5
2024-01-24,UNH,252.379,252.379,5629118.95
2024-01-24,HD,349.2694,349.2694,2911007.73
2024-01-25,AAPL,124.7404,124.7404,3889780.24
2024-01-25,MSFT,81.1794,81.1794,6506522.92
2024-01-25,NVDA,129.099,129.099,4523562.82
2024-01-25,AMZN,108.4979,108.4979,6855419.39
2024-01-25,GOOGL,102.0814,102.0814,4274455.95
2024-01-25,META,192.9509,192.9509,7873079.16
2024-01-25,JPM,159.2768,159.2768,4339223.48
2024-01-25,XOM,221.0144,221.0144,8194266.03
2024-01-25,LLY,220.251,220.251,8686707.79
2024-01-25,COST,235.8922,235.8922,5250618.46
2024-01-25,UNH,246.3151,246.3151,10319088.48
2024-01-25,HD,342.0187,342.0187,3265659.4
2024-01-26,AAPL,121.7476,121.7476,3275558.45
2024-01-26,MSFT,79.2077,79.2077,5642569.56
2024-01-26,NVDA,125.8919,125.8919,5568674.23
2024-01-26,AMZN,107.1546,107.1546,5670694.22
2024-01-26,GOOGL,97.1822,97.1822,5779043.64
2024-01-26,META,183.0521,183.0521,10024889.02
2024-01-26,JPM,159.3933,159.3933,2783448.07
2024-01-26,XOM,216.2433,216.2433,7676675.51
2024-01-26,LLY,214.7933,214.7933,10285251.5
2024-01-26,COST,236.1907,236.1907,5142312.68
2024-01-26,UNH,237.7259,237.7259,9745385.06
2024-01-26,HD,338.9808,338.9808,3211964.81
2024-01-29,AAPL,119.7967,119.7967,2661711.14
2024-01-29,MSFT,78.824,78.824,5865411.53
2024-01-29,NVDA,123.9285,123.9285,4169680.45
2024-01-29,AMZN,106.6391,106.6391,6022420.99
2024-01-29,GOOGL,94.1658,94.1658,5022906.72
2024-01-29,META,176.0529,176.0529,8398942.11
2024-01-29,JPM,151.94,151.94,4722972.06
2024-01-29,XOM,216.1334,216.1334,5902717.65
2024-01-29,LLY,211.7983,211.7983,8753205.63
2024-01-29,COST,232.3304,232.3304,7298305.19
2024-01-29,UNH,232.6086,232.6086,6393860.39
2024-01-29,HD,337.9441,337.9441,3178203.27
2024-01-30,AAPL,117.5873,117.5873,3056050
2024-01-30,MSFT,78.3608,78.3608,6771287.59
2024-01-30,NVDA,123.4254,123.4254,4009250.01
2024-01-30,AMZN,105.3823,105.3823,6303741.89
2024-01-30,GOOGL,90.1043,90.1043,4553962.07
2024-01-30,META,173.9658,173.9658,5792791.22
2024-01-30,JPM,152.0579,152.0579,3377126.85
2024-01-30,XOM,215.2046,215.2046,5786761.93
2024-01-30,LLY,208.6305,208.6305,6118504.46
2024-01-30,COST,231.1093,231.1093,4408334.91
2024-01-30,UNH,230.8807,230.8807,6905230.73
2024-01-30,HD,333.7516,333.7516,2757961.28
2024-01-31,AAPL,118.021,118.021,2440048.21
2024-01-31,MSFT,77.0426,77.0426,5768319.31
2024-01-31,NVDA,123.1697,123.1697,4423958.61
2024-01-31,AMZN,105.6124,105.6124,5543548.34
2024-01-31,GOOGL,88.8729,88.8729,3575187.04
2024-01-31,META,173.9594,173.9594,4961979.12
2024-01-31,JPM,151.2124,151.2124,2581691.05
2024-01-31,XOM,212.4649,212.4649,5083418.43
2024-01-31,LLY,205.0888,205.0888,8131807.61
2024-01-31,COST,226.0249,226.0249,7075800.76
2024-01-31,UNH,233.0246,233.0246,6626694
2024-01-31,HD,327.5299,327.5299,4717572.47
2024-02-01,AAPL,117.4112,117.4112,2357043.6
2024-02-01,MSFT,78.1556,78.1556,7930053.05
2024-02-01,NVDA,122.5598,122.5598,4251523.17
2024-02-01,AMZN,105.0774,105.0774,3806332.14
2024-02-01,GOOGL,88.3989,88.3989,3758184.58
2024-02-01,META,169.4811,169.4811,9028360.15
2024-02-01,JPM,146.4296,146.4296,4255336.42
2024-02-01,XOM,212.5435,212.5435,4979340.64
2024-02-01,LLY,203.5003,203.5003,7808151.55
2024-02-01,COST,224.3851,224.3851,6361576.97
2024-02-01,UNH,230.461,230.461,6423283.33
2024-02-01,HD,330.1882,330.1882,2689911.86
2024-02-02,AAPL,115.6956,115.6956,3004852.04
2024-02-02,MSFT,77.9983,77.9983,4036016.76
2024-02-02,NVDA,121.0115,121.0115,5647080.84
2024-02-02,AMZN,105.32,105.32,5272991.54
2024-02-02,GOOGL,87.0306,87.0306,4018584.81
2024-02-02,META,166.2163,166.2163,7961076.43
2024-02-02,JPM,145.3129,145.3129,2755323.6
2024-02-02,XOM,211.0551,211.0551,5504067.34
2024-02-02,LLY,202.8394,202.8394,5661548.23
2024-02-02,COST,220.9433,220.9433,5180255.88
2024-02-02,UNH,227.2543,227.2543,7527790.52
2024-02-02,HD,325.2667,325.2667,4050685.27
2024-02-05,AAPL,114.9012,114.9012,2914319.55
2024-02-05,MSFT,76.6586,76.6586,7388515.99
2024-02-05,NVDA,120.1739,120.1739,4810282.07
2024-02-05,AMZN,105.3313,105.3313,4341974.6
2024-02-05,GOOGL,83.6244,83.6244,4863346.57
2024-02-05,META,164.5604,164.5604,5475445.94
2024-02-05,JPM,144.3827,144.3827,2547440.19
2024-02-05,XOM,209.8395,209.8395,5489460.86
2024-02-05,LLY,200.3989,200.3989,8891371.28
2024-02-05,COST,218.5999,218.5999,6976723.09
2024-02-05,UNH,224.0235,224.0235,6925068.33
2024-02-05,HD,317.8805,317.8805,3209796.32
2024-02-06,AAPL,114.6063,114.6063,2660571.67
2024-02-06,MSFT,77.9447,77.9447,6335112.35
2024-02-06,NVDA,120.6801,120.6801,4127858.96
2024-02-06,AMZN,102.619,102.619,7498200.27
2024-02-06,GOOGL,82.1054,82.1054,3434556.51
2024-02-06,META,160.532,160.532,8192821.7
2024-02-06,JPM,143.7482,143.7482,3078190.4
2024-02-06,XOM,209.0313,209.0313,5052168.83
2024-02-06,LLY,200.2188,200.2188,6909412.15
2024-02-06,COST,221.825,221.825,5154989.23
2024-02-06,UNH,221.6085,221.6085,7012942.38
2024-02-06,HD,308.7547,308.7547,3944303.66
2024-02-07,AAPL,116.2718,116.2718,2906784.37
2024-02-07,MSFT,78.0412,78.0412,5597025.86
2024-02-07,NVDA,122.3117,122.3117,5673184.53
2024-02-07,AMZN,100.0859,100.0859,5223212.45
2024-02-07,GOOGL,81.7169,81.7169,3326866.61
2024-02-07,META,159.0701,159.0701,7412337.1
2024-02-07,JPM,143.8213,143.8213,2363186.16
2024-02-07,XOM,205.9936,205.9936,6037697
2024-02-07,LLY,198.0697,198.0697,6140310.55
2024-02-07,COST,220.337,220.337,6629590.64
2024-02-07,UNH,224.1144,224.1144,6498537.59
2024-02-07,HD,312.2385,312.2385,3471314.16
2024-02-08,AAPL,115.0232,115.0232,2192146.37
2024-02-08,MSFT,77.5471,77.5471,4350744.32
2024-02-08,NVDA,120.353,120.353,4801384.32
2024-02-08,AMZN,99.2005,99.2005,4121008.4
2024-02-08,GOOGL,81.3348,81.3348,2717954.79
2024-02-08,META,156.5938,156.5938,7361508.1
2024-02-08,JPM,140.9325,140.9325,3412429
2024-02-08,XOM,202.6365,202.6365,6331847.51
2024-02-08,LLY,196.3865,196.3865,5241493.22
2024-02-08,COST,220.8642,220.8642,5429761.2
2024-02-08,UNH,228.4714,228.4714,8288939.39
2024-02-08,HD,311.8124,311.8124,2539837.94
2024-02-09,AAPL,115.7116,115.7116,2871326.09
2024-02-09,MSFT,77.2102,77.2102,5319667.63
2024-02-09,NVDA,121.0093,121.0093,3264248.12
2024-02-09,AMZN,98.072,98.072,5889907.71
2024-02-09,GOOGL,80.5218,80.5218,2791077.49
2024-02-09,META,152.8046,152.8046,6753337.18
2024-02-09,JPM,139.7665,139.7665,3283518.71
2024-02-09,XOM,199.6548,199.6548,6852853.59
2024-02-09,LLY,199.4603,199.4603,7778596.59
2024-02-09,COST,220.852,220.852,5564942.79
2024-02-09,UNH,232.2863,232.2863,8890464.74
2024-02-09,HD,310.6339,310.6339,2936332.07
2024-02-12,AAPL,117.5157,117.5157,3116056.58
2024-02-12,MSFT,77.9639,77.9639,7013436.91
2024-02-12,NVDA,120.1891,120.1891,3479991.63
2024-02-12,AMZN,98.1992,98.1992,4004277.72
2024-02-12,GOOGL,80.7664,80.7664,3062329.77
2024-02-12,META,153.773,153.773,6645760.33
2024-02-12,JPM,141.5652,141.5652,3197324.74
2024-02-12,XOM,98.89,197.78,6830059.74
2024-02-12,LLY,199.8383,199.8383,4941441.64
2024-02-12,COST,220.7438,220.7438,4648112.46
2024-02-12,UNH,233.1293,233.1293,6211933.43
2024-02-12,HD,314.4167,314.4167,3639797.42
2024-02-13,AAPL,116.9959,116.9959,1945339.09
2024-02-13,MSFT,78.3483,78.3483,6449144.56
2024-02-13,NVDA,120.6121,120.6121,4772509.97
2024-02-13,AMZN,98.6668,98.6668,5020891.12
2024-02-13,GOOGL,82.5227,82.5227,3296725.51
2024-02-13,META,155.2436,155.2436,6002560.76
2024-02-13,JPM,138.6409,138.6409,3655608.24
2024-02-13,XOM,97.7094,195.4188,5489963.85
2024-02-13,LLY,202.399,202.399,5671506.61
2024-02-13,COST,219.8281,219.8281,6097139.74
2024-02-13,UNH,234.2571,234.2571,6148174.58
2024-02-13,HD,311.1515,311.1515,3016536.23
2024-02-14,AAPL,118.5148,118.5148,2436835.01
2024-02-14,MSFT,78.5264,78.5264,5310217.07
2024-02-14,NVDA,121.8939,121.8939,4616354.57
2024-02-14,AMZN,97.8479,97.8479,6003531.15
2024-02-14,GOOGL,80.9978,80.9978,3527003.16
2024-02-14,META,153.2602,153.2602,6279255.19
2024-02-14,JPM,138.167,138.167,2632328.13
2024-02-14,XOM,96.1988,192.3975,6858573.51
2024-02-14,LLY,202.9291,202.9291,6082045.8
2024-02-14,COST,219.4939,219.4939,6582906.16
2024-02-14,UNH,236.0498,236.0498,7128609.74
2024-02-14,HD,315.2238,315.2238,4247231.29
2024-02-15,AAPL,117.8072,117.8072,2031014.81
2024-02-15,MSFT,79.0407,79.0407,6835770.11
2024-02-15,NVDA,123.7003,123.7003,6023176.92
2024-02-15,AMZN,98.9529,98.9529,5461384.47
2024-02-15,GOOGL,79.4151,79.4151,4619831.18
2024-02-15,META,150.6847,150.6847,7982812.3
2024-02-15,JPM,140.2393,140.2393,4196668.55
2024-02-15,XOM,94.2309,188.4618,5278527.83
2024-02-15,LLY,203.0595,203.0595,6505291.68
2024-02-15,COST,216.7518,216.7518,5508269.53
2024-02-15,UNH,237.8142,237.8142,5337933.43
2024-02-15,HD,314.7169,314.7169,2940969.66
2024-02-16,AAPL,117.6434,117.6434,2399097.45
2024-02-16,MSFT,78.8231,78.8231,5813741.32
2024-02-16,NVDA,123.3016,123.3016,3891967.94
2024-02-16,AMZN,98.5178,98.5178,6179365.06
2024-02-16,GOOGL,78.8411,78.8411,2673740.87
2024-02-16,META,146.6502,146.6502,7213467.15
2024-02-16,JPM,142.8158,142.8158,3367964.63
2024-02-16,XOM,93.4757,186.9515,5186669.73
2024-02-16,LLY,200.6059,200.6059,6464295.3
2024-02-16,COST,217.1834,217.1834,6221776.03
2024-02-16,UNH,235.967,235.967,7643191
2024-02-16,HD,311.024,311.024,4219888.63
2024-02-19,AAPL,116.5201,116.5201,2613354.14
2024-02-19,MSFT,77.8646,77.8646,5643935.92
2024-02-19,NVDA,122.7112,122.7112,3327440.84
2024-02-19,AMZN,96.8841,96.8841,4992087.91
2024-02-19,GOOGL,81.3347,81.3347,3596296.39
2024-02-19,META,144.2248,144.2248,8019008.7
2024-02-19,JPM,144.0714,144.0714,3661747.31
2024-02-19,XOM,91.8204,183.6408,5881478.19
2024-02-19,LLY,201.0056,201.0056,6344184.93
2024-02-19,COST,218.169,218.169,4315146.11
2024-02-19,UNH,236.9141,236.9141,5240895.21
2024-02-19,HD,308.2403,308.2403,3970355.98
2024-02-20,AAPL,117.5906,117.5906,2011319.51
2024-02-20,MSFT,77.9034,77.9034,6234670.52
2024-02-20,NVDA,121.4302,121.4302,3780675.56
2024-02-20,AMZN,95.1655,95.1655,7243686.03
2024-02-20,GOOGL,81.9087,81.9087,2839590.85
2024-02-20,META,143.584,143.584,6748317.91
2024-02-20,JPM,139.767,139.767,4575691.07
2024-02-20,XOM,92.3252,184.6505,4189848.59
2024-02-20,LLY,200.4774,200.4774,5791598.34
2024-02-20,COST,221.5332,221.5332,5468838.81
2024-02-20,UNH,237.813,237.813,6239850.19
2024-02-20,HD,298.1845,298.1845,4314645.13
2024-02-21,AAPL,117.402,117.402,2635593.65
2024-02-21,MSFT,77.9418,77.9418,5498502.66
2024-02-21,NVDA,120.8462,120.8462,3655199.89
2024-02-21,AMZN,95.3293,95.3293,5775691.26
2024-02-21,GOOGL,84.6405,84.6405,3684279.06
2024-02-21,META,145.0446,145.0446,7432540.96
2024-02-21,JPM,140.6299,140.6299,2664244.63
2024-02-21,XOM,92.3117,184.6234,4058597.67
2024-02-21,LLY,198.1217,198.1217,6266584.74
2024-02-21,COST,220.2132,220.2132,5309112.49
2024-02-21,UNH,238.1604,238.1604,4874555.76
2024-02-21,HD,295.9837,295.9837,3458664.61
2024-02-22,AAPL,116.0305,116.0305,2973934.27
2024-02-22,MSFT,77.31,77.31,4678094.37
2024-02-22,NVDA,121.6117,121.6117,4927834.45
2024-02-22,AMZN,94.1231,94.1231,4238257.59
2024-02-22,GOOGL,84.5897,84.5897,2690632.8
2024-02-22,META,145.398,145.398,4972333.55
2024-02-22,JPM,141.161,141.161,3198146.18
2024-02-22,XOM,92.7557,185.5114,4929667.81
2024-02-22,LLY,198.2944,198.2944,4535727.64
2024-02-22,COST,221.031,221.031,4452732.96
2024-02-22,UNH,236.6496,236.6496,6128256.27
2024-02-22,HD,295.4201,295.4201,2694359.25
2024-02-23,AAPL,117.8609,117.8609,2618686.83
2024-02-23,MSFT,76.7179,76.7179,4689454.28
2024-02-23,NVDA,121.0357,121.0357,5132453.76
2024-02-23,AMZN,97.6231,97.6231,6414425.77
2024-02-23,GOOGL,85.2348,85.2348,3869233.94
2024-02-23,META,146.9229,146.9229,4888727.64
2024-02-23,JPM,142.9163,142.9163,3155278.34
2024-02-23,XOM,93.9329,187.8657,6504781.77
2024-02-23,LLY,197.9154,197.9154,5003708.76
2024-02-23,COST,217.4227,217.4227,6321871.93
2024-02-23,UNH,239.4368,239.4368,6409233.19
2024-02-23,HD,292.8102,292.8102,2624277.95
2024-02-26,AAPL,117.1245,117.1245,2181475.29
2024-02-26,MSFT,76.1355,76.1355,6755442.04
2024-02-26,NVDA,121.8629,121.8629,4062062.77
2024-02-26,AMZN,98.2925,98.2925,5206290.79
2024-02-26,GOOGL,86.6224,86.6224,2669055.66
2024-02-26,META,145.941,145.941,6797561.24
2024-02-26,JPM,143.1196,143.1196,3000969.14
2024-02-26,XOM,92.9845,185.9691,6207597.13
2024-02-26,LLY,197.9624,197.9624,5437617.38
2024-02-26,COST,222.2033,222.2033,6351482.93
2024-02-26,UNH,240.1819,240.1819,7341554.48
2024-02-26,HD,289.2878,289.2878,4170215.46
2024-02-27,AAPL,118.9953,118.9953,2463836.66
2024-02-27,MSFT,77.2067,77.2067,5345997.69
2024-02-27,NVDA,121.4988,121.4988,3859729.41
2024-02-27,AMZN,96.3347,96.3347,7315297.19
2024-02-27,GOOGL,88.4971,88.4971,3985686.25
2024-02-27,META,150.2019,150.2019,7239849.17
2024-02-27,JPM,145.4392,145.4392,4057483.72
2024-02-27,XOM,93.316,186.632,5028816.63
2024-02-27,LLY,200.1429,200.1429,7718676.82
2024-02-27,COST,220.8526,220.8526,6292140.11
2024-02-27,UNH,241.9242,241.9242,5218131.07
2024-02-27,HD,288.6633,288.6633,2373026.04
2024-02-28,AAPL,119.9572,119.9572,2468763
2024-02-28,MSFT,77.5815,77.5815,6933589.26
2024-02-28,NVDA,123.1761,123.1761,4601612.75
2024-02-28,AMZN,97.1596,97.1596,6617005.45
2024-02-28,GOOGL,92.3774,92.3774,4170940.21
2024-02-28,META,154.3203,154.3203,6897881.89
2024-02-28,JPM,145.3155,145.3155,2559719.54
2024-02-28,XOM,94.7408,189.4815,5547081.32
2024-02-28,LLY,199.4801,199.4801,5955592.69
2024-02-28,COST,224.2375,224.2375,5519700.3
2024-02-28,UNH,236.5811,236.5811,6408134.65
2024-02-28,HD,283.1029,283.1029,3182215.9
2024-02-29,AAPL,124.466,124.466,4339272.14
2024-02-29,MSFT,79.9272,79.9272,8898767.29
2024-02-29,NVDA,128.3437,128.3437,5545715.22
2024-02-29,AMZN,99.8088,99.8088,6534944.27
2024-02-29,GOOGL,96.8402,96.8402,4999642
2024-02-29,META,160.7061,160.7061,11361413.68
2024-02-29,JPM,149.128,149.128,4116505.05
2024-02-29,XOM,96.9434,193.8868,5978577.25
2024-02-29,LLY,203.8678,203.8678,8239490.58
2024-02-29,COST,235.2538,235.2538,10617101.76
2024-02-29,UNH,241.5901,241.5901,9748389.73
2024-02-29,HD,290.6838,290.6838,3847133.69
2024-03-01,AAPL,128.5403,128.5403,3870143.67
2024-03-01,MSFT,81.9748,81.9748,8799023.21
